LOGID,USERID,CREATEDATE,OPERATION,MENUID,STATUS,IP,CREATEORGID,UPDATETIME,CREATEUSERID
6385b55b9240439885e673f30f51b035,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:38,openMenu,a69a87aaf6659c51de242725cfec2808,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:38,41e3a1b575c20e95e0536a05a8c08226
0ad976d1e26640e7b821c5be4db7dbd4,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:39,editWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:39,41e3a1b575c20e95e0536a05a8c08226
ceed51ff5cf746b6adaefb3effae49d4,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:43,addWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:43,41e3a1b575c20e95e0536a05a8c08226
ccefd9f8839648fcb6fd9d610eac04ce,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:43,openMenu,3f3487c6e885cb9a01363ce186396d5f,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:43,41e3a1b575c20e95e0536a05a8c08226
192a86bf82f4467690617bad8e6e269d,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:48,openMenu,39fe15db89dfea523013636197dc6e90,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:48,41e3a1b575c20e95e0536a05a8c08226
52ed91b1d9a54180aa4a675deeb42f77,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:51,editWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:51,41e3a1b575c20e95e0536a05a8c08226
f15bbf7a5c5e4adcad11369b0e1cd750,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:54,openMenu,253e9f1da5f37957568b1879c2de15dc,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:54,41e3a1b575c20e95e0536a05a8c08226
6b726a63446e4f40ad58f6ebc65c35d6,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:55,addWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:55,41e3a1b575c20e95e0536a05a8c08226
fee9c61c40e9457abc7220dc033bb8d3,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:56,openMenu,253e9f1da5f37957568b1879c2de15dc,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:56,41e3a1b575c20e95e0536a05a8c08226
a836fce18ec6423797b80403d48120e0,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 11:27,openMenu,85708de0d85c386d5c816d474b7975fa,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 11:27,41e3a1b575c20e95e0536a05a8c08226
14a0db892d6d4b46aae6bee8af3eed7e,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 11:32,openMenu,dd3225cf454a7ac5cb3becc59196a3ef,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 11:32,41e3a1b575c20e95e0536a05a8c08226
da1881c14912459db6e6f23e833253af,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 11:33,addWindow,dd3225cf454a7ac5cb3becc59196a3ef,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 11:33,41e3a1b575c20e95e0536a05a8c08226
147c08d990ea439aac249f78593cc5e0,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 11:33,addWindow,dd3225cf454a7ac5cb3becc59196a3ef,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 11:33,41e3a1b575c20e95e0536a05a8c08226
bf21718599014bf19dd429cd0619814b,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 11:35,addWindow,dd3225cf454a7ac5cb3becc59196a3ef,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 11:35,41e3a1b575c20e95e0536a05a8c08226
f0d80cf0a526464d8ea48477993ba0cd,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 11:36,addWindow,dd3225cf454a7ac5cb3becc59196a3ef,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 11:36,41e3a1b575c20e95e0536a05a8c08226
ac9fce9ddbe24caf9775c411b37c9d97,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:32,login,,1,10.10.20.54,,2019/9/17 13:32,
70bce111ccdb4daab3527c4a5ba2786c,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:40,openMenu,a69a87aaf6659c51de242725cfec2808,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:40,41e3a1b575c20e95e0536a05a8c08226
0cd709c52a8d43cc863410b98d896d1a,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:43,addWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:43,41e3a1b575c20e95e0536a05a8c08226
e03ae5c6fa7b41aea7cbf51e5b755db0,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:43,editWindow,3f3487c6e885cb9a01363ce186396d5f,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:43,41e3a1b575c20e95e0536a05a8c08226
3b24f5d970f940ab8fb56b2933b02026,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:46,addWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:46,41e3a1b575c20e95e0536a05a8c08226
de4002a3653345aa823c6b3bd280b77e,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:46,editWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:46,41e3a1b575c20e95e0536a05a8c08226
5aea1281979b48619e253b0097f636f6,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:47,editWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:47,41e3a1b575c20e95e0536a05a8c08226
c3af46e7a1f34ff7bf35b844472947be,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:50,addWindow,dd3225cf454a7ac5cb3becc59196a3ef,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:50,41e3a1b575c20e95e0536a05a8c08226
59bc8b3ea1294f9287ce357f19142ea7,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:50,openMenu,39fe15db89dfea523013636197dc6e90,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:50,41e3a1b575c20e95e0536a05a8c08226
281eb690984745c9ba2ce704302eb9c2,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:51,openMenu,e3f5a4ad090d7aff05a59e1d4a11d47a,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:51,41e3a1b575c20e95e0536a05a8c08226
7d8a07f9d1f84538abe04a368b013b08,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:40,editWindow,a69a87aaf6659c51de242725cfec2808,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:40,41e3a1b575c20e95e0536a05a8c08226
8098ac0aad32401c853ac83e41da439f,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:41,editWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:41,41e3a1b575c20e95e0536a05a8c08226
842f5ebc0bf14ce98928a89c112b8322,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:42,editWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:42,41e3a1b575c20e95e0536a05a8c08226
40a18df13dda4808acc22212463d580e,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:42,editWindow,3f3487c6e885cb9a01363ce186396d5f,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:42,41e3a1b575c20e95e0536a05a8c08226
e2da61923a5c46b681b1992e7922e498,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:44,addWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:44,41e3a1b575c20e95e0536a05a8c08226
ff34659fefc64fc88f99ee1b4ad37491,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:44,editWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:44,41e3a1b575c20e95e0536a05a8c08226
ffb0c67ac07e4891a1d54d9e16390bcd,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:45,openMenu,3f3487c6e885cb9a01363ce186396d5f,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:45,41e3a1b575c20e95e0536a05a8c08226
72aab6640e104f78bc200b2adce4bef0,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:45,addWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:45,41e3a1b575c20e95e0536a05a8c08226
5cbbf07467a54264ab106fa5250c6aa4,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:45,editWindow,3f3487c6e885cb9a01363ce186396d5f,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:45,41e3a1b575c20e95e0536a05a8c08226
952a84a927764b0c9ce028174e07823c,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:45,addWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:45,41e3a1b575c20e95e0536a05a8c08226
45e1cef6ae39402091ce4c1748501521,8c3dc772a1ad40ae966a588c56a723cb,2019/9/17 13:46,login,,1,10.10.20.21,,2019/9/17 13:46,
16d769c7b3244de999ac60e5eea928bb,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:47,openMenu,39fe15db89dfea523013636197dc6e90,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:47,41e3a1b575c20e95e0536a05a8c08226
feb73e7bb07e487e8fce2b5df41be669,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:47,addWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:47,41e3a1b575c20e95e0536a05a8c08226
6023555bdb324fc989b3ecb927485927,8e11fbeb9da545b4a74fd1f5dfaef83b,2019/9/17 13:47,login,,1,10.10.20.21,,2019/9/17 13:47,
28e932f570ed4120a34bc66503cc491a,8e11fbeb9da545b4a74fd1f5dfaef83b,2019/9/17 13:47,openMenu,dd29ffd57a9136a83ebdc985fb33f608,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:47,8e11fbeb9da545b4a74fd1f5dfaef83b
9e7f734a5afa4713bbeedd122862748b,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:48,editWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:48,41e3a1b575c20e95e0536a05a8c08226
e9a32188cc824beca8f19ba8e1332f25,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:48,editWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:48,41e3a1b575c20e95e0536a05a8c08226
70ec7619c3094cfcbf87433fd322fdb2,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:48,openMenu,dd3225cf454a7ac5cb3becc59196a3ef,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:48,41e3a1b575c20e95e0536a05a8c08226
bf34c41742384dea80f2dcb5190a6611,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 13:51,editWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 13:51,41e3a1b575c20e95e0536a05a8c08226
18757eab945749859d40c385a595f2e3,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 14:01,editWindow,7d6ee9a4435a1d02fc6097be2c63ea72,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 14:01,41e3a1b575c20e95e0536a05a8c08226
6cd5ec71842e4bf698ef673d7912ebb9,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 14:03,openMenu,b45910422c8a848d72b23b801067098a,1,10.10.20.21,d96b2a185e504a269e52f54131c03c9b,2019/9/17 14:03,41e3a1b575c20e95e0536a05a8c08226
5eba02c9dc6b4b8c921f7702a694651d,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 14:08,viewData,3af75ec64d48d94efa16acfc25b3c337,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 14:08,41e3a1b575c20e95e0536a05a8c08226
d1d0951360694d4bbeea729a548cf0f8,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 14:08,viewData,3af75ec64d48d94efa16acfc25b3c337,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 14:08,41e3a1b575c20e95e0536a05a8c08226
c63f4a24f0bd426ca45f0a72ca3196bd,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 14:08,viewData,3af75ec64d48d94efa16acfc25b3c337,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 14:08,41e3a1b575c20e95e0536a05a8c08226
6357d8ab2ff54c2caa8c7bf4283f4465,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 14:08,viewData,3af75ec64d48d94efa16acfc25b3c337,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 14:08,41e3a1b575c20e95e0536a05a8c08226
6aba8563945349e5b95459fe66ba4630,41e3a1b575c20e95e0536a05a8c08226,2019/9/17 14:08,viewData,3af75ec64d48d94efa16acfc25b3c337,1,10.10.20.54,d96b2a185e504a269e52f54131c03c9b,2019/9/17 14:08,41e3a1b575c20e95e0536a05a8c08226
